codigo_inmueble,sector,barrio,estrato,valor_arriendo,valor_administracion,area_construida,area_privada,antiguedad,habitaciones,banos,parqueadero,url
93-M4264908,Chicó,Los Rosales,6,5500000,1100000,178,178,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/93-M4264908
717-M4030404,Chicó,Chico,6,5500000,,64,64,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/717-M4030404
717-M2533027,Santa Bárbara,Santa Bibiana Oriental,6,3600000,380000,98,98,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/717-M2533027
800-M4288602,Chicó,Chico Norte,6,4600000,,70,70,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/800-M4288602
883-M4287764,Chicó,El Chico Norte Iii,6,6200000,,94,94,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-2-habitaciones-2-banos-2-garajes/883-M4287764
800-M2847104,Country,La Carolina,6,3300000,,72,72,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/800-M2847104
800-M2846565,Chicó,La Porcincula,5,3200000,,46,46,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-porciuncula-1-habitaciones-1-banos-1-garajes/800-M2846565
44-M4139887,Chicó,Rosales,6,13500000,,180,180,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/44-M4139887
14236-M4443729,Santa Bárbara,Santa Paula,6,4540000,540000,60,60,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-2-garajes/14236-M4443729
5175-M3619333,Chicó,Los Rosales,6,6500000,700000,150,150,Más de 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-1-banos/5175-M3619333
2195-M4370047,Santa Bárbara,Chico Norte,5,4500000,360000,25,25,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-1-banos/2195-M4370047
11049-M4367450,Country,La Calleja,5,1880000,320000,50,50,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-calleja-1-habitaciones-2-banos-1-garajes/11049-M4367450
851-M1384399,Chicó,Chico Reservado,6,3700000,700000,82,82,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-2-garajes/851-M1384399
4796-2508,Santa Bárbara,Chico Navarra,6,6050000,,108,108,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-2-banos-2-garajes/4796-2508
34-M4071314,Chapinero Alto,Chapinero,4,1600000,,45,45,Remodelado,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-central-1-habitaciones-1-banos/34-M4071314
2264-42183,Cedritos,Villas Del Mediterráneo,4,1300000,,37,37,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-barrancas-1-habitaciones-1-banos/2264-42183
3325-M4441178,Chapinero,Galerias,4,1800000,180000,76,76,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-belalcazar-2-habitaciones-2-banos-1-garajes/3325-M4441178
851-M1371218,Chicó,Chico Reservado,6,2780000,620000,73,73,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/851-M1371218
800-M3104533,Chicó,Chico Reservado,6,4500000,650000,112,112,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/800-M3104533
4186-M4456146,Chicó,Los Rosales,6,4400000,536000,52,52,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-2-garajes/4186-M4456146
79-M4013655,Santa Bárbara,Santa Ana Oriental,6,7900000,1696000,180,180,Entre 10 y 20 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-2-habitaciones-4-banos-2-garajes/79-M4013655
3965-1697318,Santa Bárbara,Santa Barbara Occidental Santa Barbara,6,2363000,537000,86,86,Entre 10 y 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-1-garajes/3965-1697318
5574-M4417560,Chapinero,San Luis Galerias,4,1150000,50000,28,25,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quesada-1-habitaciones-1-banos/5574-M4417560
438-M2124652,Country,La,6,4400000,,76,76,Remodelado,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/438-M2124652
10139-M4442630,Chicó,Chico Norte,6,4800000,560000,60,60,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-1-garajes/10139-M4442630
9859-M4442675,Santa Bárbara,Santa Bibiana,6,12560000,1440000,230,230,Entre 10 y 20 años,2,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-4-banos-4-garajes/9859-M4442675
851-M2712777,Chicó,Rosales,6,2320000,980000,70,70,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acacias-1-habitaciones-2-banos-1-garajes/851-M2712777
11049-M4196751,Niza Alhambra,Potosi,5,1800000,,56,56,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-potosi-1-habitaciones-1-banos-1-garajes/11049-M4196751
11049-M4196754,Niza Alhambra,Morato,5,1600000,,44,44,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-potosi-1-habitaciones-1-banos-1-garajes/11049-M4196754
10278-M3974814,Centro Internacional,San Diego Santa Fe,4,2177400,322600,58,50,Entre 10 y 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-diego-2-habitaciones-1-banos-1-garajes/10278-M3974814
2412-M4276788,Chicó,El Lago,5,3000000,,98,98,Más de 20 años,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lago-gaitan-2-habitaciones-2-banos/2412-M4276788
3553-M3894399,Chicó,Los Rosales,6,5000000,720000,86,86,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-1-garajes/3553-M3894399
2328-M4423248,Cedritos,Cedritos,4,1520000,120000,30.91,30.91,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedro-bolivar-1-habitaciones-1-banos/2328-M4423248
800-M4469510,Chicó,Chico,6,2700000,464000,40,40,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-1-garajes/800-M4469510
3241-M2029643,Chicó,Rosales,6,7500000,852000,172,172,Entre 5 y 10 años,2,3,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bellavista-2-habitaciones-3-banos-3-garajes/3241-M2029643
3390-M2724226,Chicó,El Nogal,5,2720000,,36,36,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-espartillal-1-habitaciones-1-banos/3390-M2724226
800-M4469659,Chicó,Chico Virrey,6,5000000,,86,86,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-2-habitaciones-2-banos-2-garajes/800-M4469659
2412-M3578709,Chicó,Rosales Bellavista,6,7800000,,105,105,Remodelado,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-2-banos-1-garajes/2412-M3578709
10278-M4293679,Country,Lisboa Nuevo Country,5,2500000,490000,70,70,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-nuevo-contry-2-habitaciones-2-banos-2-garajes/10278-M4293679
16039-M4461903,Country,Bella Suiza,5,3620000,620000,85,85,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-contador-2-habitaciones-3-banos-2-garajes/16039-M4461903
3460-931980,Country,Lisboa Sector Country,5,1500000,267000,49,49,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-1-habitaciones-2-banos-1-garajes/3460-931980
434-M4448258,Chapinero Alto,Chapinero Alto,5,2600000,10000,45,45,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-salle-1-habitaciones-2-banos-1-garajes/434-M4448258
717-M2677415,Chicó,Chico,6,4500000,,77,77,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/717-M2677415
3204-M4458090,Chicó,Rosales Bella Vista,6,7500000,1232000,98,92,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-1-habitaciones-2-banos-1-garajes/3204-M4458090
2993-M4459747,Chicó,Los Rosales,6,7300000,593000,110,110,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/2993-M4459747
800-M3677395,Chicó,Chico Norte,6,5500000,530000,83,83,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/800-M3677395
717-M2681649,Chicó,Chico,6,2500000,,50,50,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-1-banos-1-garajes/717-M2681649
717-M4132186,Santa Bárbara,Santa Bibiana,6,3500000,,55,55,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-1-garajes/717-M4132186
14614-M4448494,Bogotá D.C.,Conjunto Bali Niza,5,3500000,,70,70,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-conjunto-bali-niza-2-habitaciones-2-banos-1-garajes/14614-M4448494
5574-M4449881,Salitre Modelia,La Esperanza Modelia,4,1400000,138200,39,33,Entre 0 y 5 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-esperanza-2-habitaciones-1-banos/5574-M4449881
10987-M4457964,Santa Bárbara,San Patricio,6,3000000,300000,90,81,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-2-garajes/10987-M4457964
3241-M2643149,Chicó,Chico Norte,6,5500000,450000,75,75,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/3241-M2643149
800-M2647338,Chicó,Los Rosales,6,5500000,,126,126,Entre 5 y 10 años,2,2,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-los-rosales-2-habitaciones-2-banos-3-garajes/800-M2647338
717-M3635618,Country,La Calleja,5,3950000,,78,78,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-calleja-2-habitaciones-3-banos-2-garajes/717-M3635618
11049-M4022559,Santa Bárbara,Santa Ana Oriental,6,5469750,954910,59.34,59.34,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4022559
93-M4200045,Santa Bárbara,Santa Barbara,6,2400000,530000,84,84,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/93-M4200045
851-1210187,Chicó,El Nogal,6,4800000,450000,113,113,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-2-banos-2-garajes/851-1210187
3606-M3838665,Santa Bárbara,Chiconavarra,5,2880000,620000,79,79,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-2-banos-2-garajes/3606-M3838665
342-M3982305,Santa Bárbara,Santa Paula Usaquen,6,5100000,,71.9,71.9,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-1-garajes/342-M3982305
393-M4452694,Niza Alhambra,La Castellana,4,1500000,218305,35,35,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-castellana-1-habitaciones-1-banos-1-garajes/393-M4452694
342-M3982235,Santa Bárbara,Santa Paula Usaquen,6,4100000,,71.9,71.9,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-1-garajes/342-M3982235
2671-M4454843,Chicó,El Chico,6,12800000,1300000,159,159,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/2671-M4454843
3553-1415074,Chicó,Rosales,6,3000000,,60,60,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/3553-1415074
293-M4443746,Fontibón Tintal,Hayuelos,4,1950000,256000,58,58,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-tintal-a.s.d.-2-habitaciones-2-banos-1-garajes/293-M4443746
717-M3298429,Chicó,La Cabrera,6,9200000,1500000,180,180,Entre 5 y 10 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-3-banos-3-garajes/717-M3298429
717-M4099082,Santa Bárbara,Santa Barbara,6,3750000,,75,75,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-2-banos-1-garajes/717-M4099082
3553-M4199696,Chicó,Chico Reservado,6,4200000,,72,72,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-1-banos-1-garajes/3553-M4199696
3325-M3615582,Cedritos,Cedritos,4,1700000,,46,46,Entre 5 y 10 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-1-banos/3325-M3615582
800-M3202908,Chicó,Chico,6,4500000,500000,72,72,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/800-M3202908
4058-M2563508,Santa Bárbara,Chico Navarra,5,3200000,300000,110,110,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/4058-M2563508
811-M2660452,Centro Internacional,Centro Internacional,4,2850000,,64,64,Entre 10 y 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-samper-2-habitaciones-1-banos/811-M2660452
438-M2660502,Santa Bárbara,Santa Barbara,5,4400000,,86,86,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-3-banos-2-garajes/438-M2660502
4186-M4134627,Santa Bárbara,Santa Barbara Central,6,5600000,,160,160,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/4186-M4134627
4058-M3589627,Santa Bárbara,Santa Paula,6,1600000,300000,73,73,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mochuelo-norte-2-habitaciones-2-banos-1-garajes/4058-M3589627
4058-M3534470,Santa Bárbara,Santa Paula,6,1600000,200000,73,73,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mochuelo-norte-2-habitaciones-2-banos-1-garajes/4058-M3534470
2501-M4079867,Chicó,Chico,6,7000000,,120,120,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-3-banos-2-garajes/2501-M4079867
59-M3599867,Santa Bárbara,Santa Barbara,6,1678000,326400,56,56,Más de 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-1-banos-1-garajes/59-M3599867
703-M4352910,Niza Alhambra,Batan,5,2100000,577000,72,72,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-2-banos-1-garajes/703-M4352910
2412-M4477832,Chicó,Chico Norte,6,3000000,,45,45,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/2412-M4477832
2671-M4410813,Chicó,Los Rosales,6,7200000,1142000,147,147,Más de 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-2-garajes/2671-M4410813
920-M4454506,Metrópolis,Salitre,4,1700000,153100,47,47,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-popular-modelo-1-habitaciones-1-banos-1-garajes/920-M4454506
646-M4441594,Normandía,Normandia,4,1321000,170000,50,50,Más de 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-normandia-2-habitaciones-1-banos-1-garajes/646-M4441594
3858-M4443487,Santa Bárbara,Chico Navarra,6,3800000,500000,130,95,Entre 10 y 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-1-garajes/3858-M4443487
11813-M4399976,Bogotá D.C.,Teusaquillo,4,1050000,,56,56,Más de 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-teusaquillo-2-habitaciones-1-banos/11813-M4399976
2671-M4456971,Santa Bárbara,San Patricio Usaquen,6,6000000,,66,66,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-2-banos-2-garajes/2671-M4456971
11813-M4452348,Chicó,Localidad De Chapinero,4,1300000,250000,25,25,Más de 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-retiro-1-habitaciones-1-banos/11813-M4452348
34-M4058621,Chicó,El Virrey,6,2800000,700000,76,76,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/34-M4058621
4058-M3184506,Cedritos,Cedritos,4,1300000,350000,70,70,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-caobos-salazar-2-habitaciones-2-banos-1-garajes/4058-M3184506
800-M4027054,Santa Bárbara,Santa Ana,6,9500000,1600000,170,170,Remodelado,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-alta-2-habitaciones-2-banos-2-garajes/800-M4027054
717-M4082102,Santa Bárbara,Santa Barbara,6,3500000,550000,68,68,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-2-banos-2-garajes/717-M4082102
2993-M3898192,Santa Bárbara,San Patricio Santa Barbara,6,5000000,500000,130,130,Entre 5 y 10 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-4-banos-2-garajes/2993-M3898192
2238-M4161308,Chicó,Chico Museo,6,4000000,500000,70,65,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/2238-M4161308
438-M3225488,Country,Barrio La Carolina,6,8000000,330000,94,94,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-3-banos-1-garajes/438-M3225488
59-M4264039,Chicó,Chico,5,1493000,457000,41.2,41.2,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-1-banos-1-garajes/59-M4264039
164-M4442619,Niza Alhambra,Pasadena,4,2450000,,65,65,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pasadena-1-habitaciones-1-banos-1-garajes/164-M4442619
183-M4353941,Chapinero Alto,Chapinero Alto,4,1334000,166000,33,33,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-olivos-1-habitaciones-1-banos/183-M4353941
11049-M4021854,Santa Bárbara,Santa Ana Oriental,6,11381500,1482606,60.81,60.81,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021854
416-M4288411,Bogotá D.C.,El Chico,6,4500000,400000,55,55,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-chico-1-habitaciones-2-banos-1-garajes/416-M4288411
34-62911,Country,Santa Barbara,6,4500000,,70,70,Remodelado,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-1-habitaciones-2-banos-1-garajes/34-62911
183-M4441232,Chapinero Alto,Granada,4,2140000,448529,78,78,Entre 10 y 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-2-habitaciones-1-banos-1-garajes/183-M4441232
10366-M4453812,Cedritos,Bosque De Pinos,4,1610000,219000,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-de-pinos-1-habitaciones-1-banos/10366-M4453812
5175-M3725570,Chicó,Chico Norte,6,4800000,1125000,163,163,Más de 20 años,1,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-4-banos-2-garajes/5175-M3725570
164-M4442565,Colina y Alrededores,Niza,4,1250000,,32,32,Entre 5 y 10 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-niza-norte-1-habitaciones-1-banos/164-M4442565
3325-M3609888,Santa Bárbara,Santa Barbara Alta,5,1600000,556180,104,104,Entre 10 y 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-1-banos/3325-M3609888
2412-M4444194,Chicó,Chico,6,5000000,1200000,92,92,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/2412-M4444194
438-M3757885,Country,Plenitud La Fontana,6,4600000,290000,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/438-M3757885
508-M3020803,Normandía,Normandia,4,1300000,157000,30,30,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-normandia-1-habitaciones-1-banos-1-garajes/508-M3020803
3241-M2716082,Chapinero Alto,Chapinero Central,4,1800000,220000,37,37,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bosque-calderon-1-habitaciones-1-banos/3241-M2716082
11049-M2833390,Country,Bosques De Medina,6,8500000,1500000,239,239,Más de 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosques-de-medina-2-habitaciones-3-banos-3-garajes/11049-M2833390
11049-M4361018,Cedritos,Bosque De Pinos Ii,4,1391000,219000,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-de-pinos-ii-1-habitaciones-1-banos/11049-M4361018
4058-M4468721,Country,La Calleja,4,2100000,,71,71,Entre 5 y 10 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-country-club-2-habitaciones-3-banos-1-garajes/4058-M4468721
11049-M3200158,Cedritos,Cedritos,4,2400000,300000,69,69,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-2-banos-1-garajes/11049-M3200158
120-M4354676,Santa Bárbara,Santa Bibiana Usaquen,6,2200000,300000,60,60,Entre 10 y 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-1-banos-1-garajes/120-M4354676
438-1691502,Country,La Carolina,6,3800000,,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/438-1691502
183-M4448131,Cedritos,Cedritos,4,1150000,260000,40,40,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acasias-1-habitaciones-1-banos-1-garajes/183-M4448131
5574-M4125977,Chicó,Chico Reservado,6,7500000,1350000,188,180,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/5574-M4125977
2699-M3238978,Chicó,Chico Reservado,6,6000000,500000,90,80,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-3-banos-2-garajes/2699-M3238978
10139-M4414660,Chicó,Los Rosales,6,8500000,,105,105,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-2-banos-1-garajes/10139-M4414660
10139-M4118455,Chicó,Antiguo Country,5,9000000,1100000,145,145,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-2-habitaciones-3-banos-2-garajes/10139-M4118455
